step,reward,seed
0,0.9395738582232847,2
25000,0.9836216569269911,2
50000,2.0185205083306967,2
75000,1.6162011429475893,2
100000,1.791228550872043,2
125000,5.688149315365178,2
150000,2.3611273670144364,2
175000,2.2449707066916824,2
200000,1.5040927942674367,2
225000,1.940172622038227,2
250000,2.179782952674252,2
275000,2.7622954823994603,2
300000,1.9551238255223287,2
325000,1.3671221087165883,2
350000,1.544406088191273,2
375000,0.8520064689401267,2
400000,2.123503313470853,2
425000,1.4786428447878976,2
450000,1.359495166699287,2
475000,1.3470765030178782,2
500000,2.2602685409565826,2
525000,1.3532537797169737,2
550000,1.8546687572904497,2
575000,1.3225555971183984,2
600000,1.8822288998583887,2
625000,1.2118005304016413,2
650000,1.9672937535986432,2
675000,1.9385106733530009,2
700000,1.7509003316758265,2
725000,1.3215186833458614,2
750000,2.2096126012093,2
775000,2.4355138093250246,2
800000,1.9117241482888718,2
825000,1.5736323368048883,2
850000,1.4887779517936048,2
875000,1.9368150742008095,2
900000,1.7749313869019627,2
925000,1.810113147772994,2
950000,1.7226587847205994,2
975000,3.1527676148583184,2
1000000,1.9539185928177882,2
1025000,2.1941850053748104,2
1050000,1.9772343999934237,2
1075000,1.4829730680894415,2
1100000,2.126237199443455,2
1125000,2.706916588311926,2
1150000,2.4048159812520256,2
1175000,2.4584225271736413,2
1200000,1.8985301329641726,2
1225000,1.4759749373776054,2
1250000,1.756444448082997,2
1275000,1.5497469444779521,2
1300000,1.22788044264997,2
1325000,2.8816304232149323,2
1350000,1.5098149323423407,2
1375000,2.625156454545751,2
1400000,2.0764169700117994,2
1425000,1.964565564846542,2
1450000,1.7090449947946813,2
1475000,2.42784414465964,2
1500000,2.243585453989664,2
1525000,1.6496093196954305,2
1550000,2.220944393293434,2
1575000,1.634546385606749,2
1600000,1.8931473289607132,2
1625000,1.6264855008952481,2
1650000,1.9187136460765202,2
1675000,1.8119336415213034,2
1700000,2.240389554949463,2
1725000,1.7106957058842382,2
1750000,1.8491842421742717,2
1775000,2.3548133168520264,2
1800000,1.6728294963677235,2
1825000,3.0172878603661415,2
1850000,2.1771122042554554,2
1875000,2.577164090622788,2
1900000,2.047272805352474,2
1925000,2.241605462184576,2
1950000,2.670527141025164,2
1975000,2.1110658403548004,2
2000000,2.217422077568633,2
2025000,1.2223963613138058,2
2050000,1.1722749111832211,2
2075000,1.4793887452609966,2
2100000,1.61863739462168,2
2125000,1.9974090035020828,2
2150000,2.617113282300225,2
2175000,2.2663695358757376,2
2200000,2.088577650886449,2
2225000,1.751992577460765,2
2250000,1.7432120971633374,2
2275000,2.7812166141601105,2
2300000,1.4803405926413715,2
2325000,2.280917967499629,2
2350000,2.334459029668575,2
2375000,3.352679389240729,2
2400000,2.248796885422665,2
2425000,1.4878105072741028,2
2450000,1.5572907298984278,2
2475000,2.141234930618473,2
2500000,2.062403554924477,2
2525000,2.0260701915023778,2
2550000,1.7290017784381366,2
2575000,3.809212442174089,2
2600000,2.107507688241893,2
2625000,1.7078792321465226,2
2650000,2.017150709617767,2
2675000,1.9568879368955714,2
2700000,2.0361945358681472,2
2725000,1.9164077532812869,2
2750000,2.2744886975679406,2
2775000,2.2604650418896313,2
2800000,1.974770832515191,2
2825000,1.7398575001930894,2
2850000,2.6161863042078752,2
2875000,1.799681618498657,2
2900000,1.9320227153934444,2
2925000,1.6125748650877523,2
2950000,1.9627315113723853,2
2975000,2.154373072452164,2
3000000,3.8556671718733235,2
